relay,lat,rate,obs,up,down
st.http.4,600.0,150,2,1.944,20.958
st.http.4,600.0,150,3,2.096,17.187
st.http.4,600.0,150,4,1.918,18.894
st.http.4,600.0,150,5,2.102,22.317
st.http.4,600.0,150,6,1.794,10.032
st.http.4,600.0,150,7,1.92,16.64
st.http.4,600.0,150,8,1.941,15.945
st.http.4,600.0,150,9,1.645,22.05
st.http.4,600.0,150,10,2.083,18.376
st.http.4,600.0,150,11,2.173,12.524
st.http.4,600.0,150,12,1.798,15.931
st.http.4,600.0,150,13,1.756,12.511
st.http.4,600.0,150,14,1.626,6.55
st.http.4,600.0,150,15,8.056,17.185
st.http.4,600.0,150,16,5.254,12.944
st.http.4,600.0,150,17,3.488,13.663
st.http.4,600.0,150,18,4.061,17.266
st.http.4,600.0,150,19,3.771,7.471
st.http.4,600.0,150,20,3.924,13.786
st.http.4,600.0,300,1,1.32,12.731
st.http.4,600.0,300,2,2.187,20.032
st.http.4,600.0,300,3,1.975,12.36
st.http.4,600.0,300,4,1.27,15.777
st.http.4,600.0,300,5,1.977,7.11
st.http.4,600.0,300,6,1.701,19.184
st.http.4,600.0,300,7,1.956,18.531
st.http.4,600.0,300,8,2.127,19.602
st.http.4,600.0,300,9,1.779,6.223
st.http.4,600.0,300,10,1.792,20.203
st.http.4,600.0,300,11,2.139,16.117
st.http.4,600.0,300,12,1.956,15.822
st.http.4,600.0,300,13,1.275,12.665
st.http.4,600.0,300,14,1.777,16.765
st.http.4,600.0,300,15,1.993,14.057
st.http.4,600.0,300,16,1.799,16.037
st.http.4,600.0,300,17,2.015,19.09
st.http.4,600.0,300,18,1.563,6.669
st.http.4,600.0,300,19,1.878,16.924
st.http.4,600.0,300,20,2.174,22.229
st.http.6,100.0,50,1,22.271,124.772
st.http.6,100.0,50,2,29.945,244.046
st.http.6,100.0,50,3,32.877,211.105
st.http.6,100.0,50,4,34.212,234.477
st.http.6,100.0,50,5,30.951,235.904
st.http.6,100.0,50,6,35.252,213.324
st.http.6,100.0,50,7,29.864,234.118
st.http.6,100.0,50,8,36.282,206.717
st.http.6,100.0,50,9,32.897,237.984
st.http.6,100.0,50,10,34.278,366.46
st.http.6,100.0,50,11,31.717,345.778
st.http.6,100.0,50,12,32.997,387.667
st.http.6,100.0,50,13,39.419,521.756
st.http.6,100.0,50,14,34.137,496.203
st.http.6,100.0,50,15,33.214,465.668
st.http.6,100.0,50,16,38.235,223.973
st.http.6,100.0,50,17,33.689,425.784
st.http.6,100.0,50,18,33.788,564.852
st.http.6,100.0,50,19,42.148,518.312
st.http.6,100.0,50,20,34.097,396.679
st.http.6,100.0,150,1,39.834,391.892
st.http.6,100.0,150,2,32.293,485.144
st.http.6,100.0,150,3,32.454,553.798
st.http.6,100.0,150,4,38.074,462.258
st.http.6,100.0,150,5,35.819,482.685
st.http.6,100.0,150,6,31.853,332.65
st.http.6,100.0,150,7,29.629,217.722
st.http.6,100.0,150,8,36.292,304.035
st.http.6,100.0,150,9,34.889,506.86
st.http.6,100.0,150,10,34.091,531.357
st.http.6,100.0,150,11,40.56,413.708
st.http.6,100.0,150,12,33.372,566.488
st.http.6,100.0,150,13,39.22,468.339
st.http.6,100.0,150,14,36.703,532.154
st.http.6,100.0,150,15,35.233,504.146
st.http.6,100.0,150,16,41.854,328.222
st.http.6,100.0,150,17,34.564,492.201
st.http.6,100.0,150,18,31.783,418.507
st.http.6,100.0,150,19,42.347,488.896
st.http.6,100.0,150,20,34.006,577.206
st.http.6,100.0,300,1,39.956,435.437
st.http.6,100.0,300,2,33.715,464.964
st.http.6,100.0,300,3,40.694,596.03
st.http.6,100.0,300,4,32.68,417.38
st.http.6,100.0,300,5,32.73,262.241
st.http.6,100.0,300,6,33.993,542.022
st.http.6,100.0,300,7,38.198,432.334
st.http.6,100.0,300,8,31.978,501.539
st.http.6,100.0,300,9,36.93,435.418
st.http.6,100.0,300,10,38.0,516.376
st.http.6,100.0,300,11,36.877,435.933
st.http.6,100.0,300,12,32.734,509.328
st.http.6,100.0,300,13,39.279,493.764
st.http.6,100.0,300,14,34.809,461.625
st.http.6,100.0,300,15,33.098,495.623
st.http.6,100.0,300,16,41.412,481.967
st.http.6,100.0,300,17,33.826,516.671
st.http.6,100.0,300,18,40.621,463.112
st.http.6,100.0,300,19,35.244,562.5
st.http.6,100.0,300,20,36.296,413.211
st.http.6,150.0,50,1,19.005,261.01
st.http.6,150.0,50,2,14.974,201.363
st.http.6,150.0,50,3,15.149,214.861
st.http.6,150.0,50,4,19.705,157.304
st.http.6,150.0,50,5,14.391,206.611
st.http.6,150.0,50,6,14.257,190.449
st.http.6,150.0,50,7,17.309,204.065
st.http.6,150.0,50,8,16.087,245.549
st.http.6,150.0,50,9,20.834,246.833
st.http.6,150.0,50,10,16.179,237.414
st.http.6,150.0,50,11,18.949,89.392
st.http.6,150.0,50,12,13.697,86.425
st.http.6,150.0,50,13,12.539,92.145
st.http.6,150.0,50,14,11.924,105.125
st.http.6,150.0,50,15,12.484,97.764
st.http.6,150.0,50,16,17.158,105.605
st.http.6,150.0,50,17,13.352,80.724
st.http.6,150.0,50,18,12.916,109.436
st.http.6,150.0,50,19,16.926,122.811
st.http.6,150.0,50,20,13.474,176.131
st.http.6,150.0,150,1,23.982,183.57
st.http.6,150.0,150,2,15.028,198.729
st.http.6,150.0,150,3,16.511,274.703
st.http.6,150.0,150,4,15.959,244.51
st.http.6,150.0,150,5,16.181,269.192
st.http.6,150.0,150,6,16.285,226.099
st.http.6,150.0,150,7,22.691,281.442
st.http.6,150.0,150,8,17.604,221.882
st.http.6,150.0,150,9,17.652,287.671
st.http.6,150.0,150,10,16.722,203.543
st.http.6,150.0,150,11,15.797,152.393
st.http.6,150.0,150,12,14.334,115.968
st.http.6,150.0,150,13,15.393,79.244
st.http.6,150.0,150,14,17.068,307.816
st.http.6,150.0,150,15,18.512,265.947
st.http.6,150.0,150,16,17.014,237.008
st.http.6,150.0,150,17,16.522,256.568
st.http.6,150.0,150,18,20.828,210.198
st.http.6,150.0,150,19,14.861,199.415
st.http.6,150.0,150,20,14.498,208.868
st.http.6,150.0,300,1,25.172,185.092
st.http.6,150.0,300,2,12.67,163.221
st.http.6,150.0,300,3,13.932,185.631
st.http.6,150.0,300,4,15.849,239.557
st.http.6,150.0,300,5,17.012,285.52
st.http.6,150.0,300,6,16.452,250.049
st.http.6,150.0,300,7,27.191,192.24
st.http.6,150.0,300,8,18.304,321.595
st.http.6,150.0,300,9,15.461,227.535
st.http.6,150.0,300,10,12.328,90.312
st.http.6,150.0,300,11,11.867,108.573
st.http.6,150.0,300,12,13.716,106.626
st.http.6,150.0,300,13,22.868,83.382
st.http.6,150.0,300,14,13.122,112.221
st.http.6,150.0,300,15,12.121,90.396
st.http.6,150.0,300,16,12.409,104.761
st.http.6,150.0,300,17,12.409,109.083
st.http.6,150.0,300,18,17.608,86.861
st.http.6,150.0,300,19,14.664,160.548
st.http.6,150.0,300,20,22.527,305.432
st.http.6,200.0,50,1,16.893,161.26
st.http.6,200.0,50,2,10.982,181.613
st.http.6,200.0,50,3,9.754,133.611
st.http.6,200.0,50,4,12.488,196.684
st.http.6,200.0,50,5,12.156,213.943
st.http.6,200.0,50,6,10.223,155.825
st.http.6,200.0,50,7,10.649,155.303
st.http.6,200.0,50,8,12.221,223.392
st.http.6,200.0,50,9,15.131,110.834
st.http.6,200.0,50,10,11.649,143.54
st.http.6,200.0,50,11,11.794,201.418
st.http.6,200.0,50,12,11.39,159.395
st.http.6,200.0,50,13,21.16,139.887
st.http.6,200.0,50,14,11.578,181.358
st.http.6,200.0,50,15,10.954,153.993
st.http.6,200.0,50,16,10.611,141.091
st.http.6,200.0,50,17,7.184,66.201
st.http.6,200.0,50,18,7.297,48.459
st.http.6,200.0,50,19,7.782,73.035
st.http.6,200.0,50,20,7.324,61.871
st.http.6,200.0,150,1,16.496,51.763
st.http.6,200.0,150,2,11.874,47.039
st.http.6,200.0,150,3,6.702,54.409
st.http.6,200.0,150,4,7.154,54.558
st.http.6,200.0,150,5,7.571,57.852
st.http.6,200.0,150,6,7.299,66.511
st.http.6,200.0,150,7,7.337,43.501
st.http.6,200.0,150,8,6.735,43.669
st.http.6,200.0,150,9,7.553,70.036
st.http.6,200.0,150,10,14.027,61.249
st.http.6,200.0,150,11,13.646,131.235
st.http.6,200.0,150,12,9.764,149.446
st.http.6,200.0,150,13,10.356,143.225
st.http.6,200.0,150,14,13.443,231.577
st.http.6,200.0,150,15,10.499,153.472
st.http.6,200.0,150,16,11.123,156.963
st.http.6,200.0,150,17,22.156,117.846
st.http.6,200.0,150,18,11.251,175.982
st.http.6,200.0,150,19,12.08,200.142
st.http.6,200.0,150,20,9.826,152.503
st.http.6,200.0,300,1,11.681,189.389
st.http.6,200.0,300,2,10.391,141.837
st.http.6,200.0,300,3,9.281,139.096
st.http.6,200.0,300,4,10.679,180.901
st.http.6,200.0,300,5,24.088,136.623
st.http.6,200.0,300,6,10.823,158.256
st.http.6,200.0,300,7,11.549,150.487
st.http.6,200.0,300,8,10.739,167.984
st.http.6,200.0,300,9,10.061,135.703
st.http.6,200.0,300,10,10.778,194.719
st.http.6,200.0,300,11,12.936,214.551
st.http.6,200.0,300,12,10.978,176.587
st.http.6,200.0,300,13,11.998,176.049
st.http.6,200.0,300,14,24.164,124.015
st.http.6,200.0,300,15,7.682,71.498
st.http.6,200.0,300,16,7.31,54.696
st.http.6,200.0,300,17,7.846,70.139
st.http.6,200.0,300,18,7.0,65.572
st.http.6,200.0,300,19,7.778,60.74
st.http.6,200.0,300,20,7.477,61.487
st.http.6,250.0,50,1,5.177,44.582
st.http.6,250.0,50,2,4.815,44.169
st.http.6,250.0,50,3,6.121,54.496
st.http.6,250.0,50,4,17.84,46.818
st.http.6,250.0,50,5,5.069,41.751
st.http.6,250.0,50,6,6.041,43.217
st.http.6,250.0,50,7,5.198,52.765
st.http.6,250.0,50,8,4.703,33.318
st.http.6,250.0,50,9,5.694,36.681
st.http.6,250.0,50,10,4.333,33.781
st.http.6,250.0,50,11,5.335,44.585
st.http.6,250.0,50,12,5.709,55.973
st.http.6,250.0,50,13,7.413,30.399
st.http.6,250.0,50,14,5.72,46.465
st.http.6,250.0,50,15,5.481,40.603
st.http.6,250.0,50,16,4.953,45.561
st.http.6,250.0,50,17,11.535,37.277
st.http.6,250.0,50,18,9.57,81.85
st.http.6,250.0,50,19,6.64,90.001
st.http.6,250.0,50,20,8.074,140.199
st.http.6,250.0,150,1,7.902,104.985
st.http.6,250.0,150,2,10.48,138.3
st.http.6,250.0,150,3,7.902,122.346
st.http.6,250.0,150,4,8.76,156.052
st.http.6,250.0,150,5,12.553,171.54
st.http.6,250.0,150,6,7.589,80.277
st.http.6,250.0,150,7,8.677,137.93
st.http.6,250.0,150,8,10.326,95.858
st.http.6,250.0,150,9,8.088,140.784
st.http.6,250.0,150,10,7.594,100.415
st.http.6,250.0,150,11,9.14,91.856
st.http.6,250.0,150,12,9.996,102.857
st.http.6,250.0,150,13,8.678,150.911
st.http.6,250.0,150,14,6.892,103.868
st.http.6,250.0,150,15,9.441,152.173
st.http.6,250.0,150,16,8.933,135.951
st.http.6,250.0,150,17,19.008,73.182
st.http.6,250.0,150,18,7.287,109.939
st.http.6,250.0,150,19,7.834,98.214
st.http.6,250.0,150,20,6.336,74.493
st.http.6,250.0,300,1,6.134,84.519
st.http.6,250.0,300,2,7.695,87.022
st.http.6,250.0,300,3,8.949,174.643
st.http.6,250.0,300,4,8.382,127.172
st.http.6,250.0,300,5,7.675,137.873
st.http.6,250.0,300,6,9.507,171.664
st.http.6,250.0,300,7,5.485,35.935
st.http.6,250.0,300,8,5.705,44.692
st.http.6,250.0,300,9,14.249,34.222
st.http.6,250.0,300,10,10.515,31.523
st.http.6,250.0,300,11,5.123,46.787
st.http.6,250.0,300,12,5.836,40.124
st.http.6,250.0,300,13,4.675,41.086
st.http.6,250.0,300,14,6.101,50.614
st.http.6,250.0,300,15,5.086,48.246
st.http.6,250.0,300,16,4.737,40.369
st.http.6,250.0,300,17,6.24,51.4
st.http.6,250.0,300,18,4.955,42.968
st.http.6,250.0,300,19,5.049,40.091
st.http.6,250.0,300,20,5.603,49.019
st.http.6,300.0,50,1,4.609,43.719
st.http.6,300.0,50,2,12.33,25.373
st.http.6,300.0,50,3,6.401,38.267
st.http.6,300.0,50,4,3.974,29.22
st.http.6,300.0,50,5,3.822,34.265
st.http.6,300.0,50,6,4.502,34.136
st.http.6,300.0,50,7,3.989,35.674
st.http.6,300.0,50,8,3.896,26.811
st.http.6,300.0,50,9,4.839,38.631
st.http.6,300.0,50,10,3.543,28.841
st.http.6,300.0,50,11,9.272,33.915
st.http.6,300.0,50,12,5.915,85.571
st.http.6,300.0,50,13,7.102,138.35
st.http.6,300.0,50,14,5.052,33.224
st.http.6,300.0,50,15,7.272,127.35
st.http.6,300.0,50,16,6.139,102.843
st.http.6,300.0,50,17,7.24,102.995
st.http.6,300.0,50,18,10.745,67.819
st.http.6,300.0,50,19,5.716,102.947
st.http.6,300.0,50,20,5.02,60.166
st.http.6,300.0,150,1,6.749,123.878
st.http.6,300.0,150,2,7.842,65.204
st.http.6,300.0,150,3,8.608,104.026
st.http.6,300.0,150,4,7.902,151.709
st.http.6,300.0,150,5,6.958,90.058
st.http.6,300.0,150,6,5.358,60.313
st.http.6,300.0,150,7,4.635,82.166
st.http.6,300.0,150,8,5.816,62.66
st.http.6,300.0,150,9,10.532,106.795
st.http.6,300.0,150,10,9.171,72.068
st.http.6,300.0,150,11,6.329,83.527
st.http.6,300.0,150,12,6.169,121.269
st.http.6,300.0,150,13,6.528,116.702
st.http.6,300.0,150,14,6.332,89.999
st.http.6,300.0,150,15,4.995,65.091
st.http.6,300.0,150,16,6.855,123.757
st.http.6,300.0,150,17,18.464,84.707
st.http.6,300.0,150,18,6.339,108.349
st.http.6,300.0,150,19,5.718,82.431
st.http.6,300.0,150,20,8.005,145.824
st.http.6,300.0,300,1,6.824,113.086
st.http.6,300.0,300,2,6.063,95.561
st.http.6,300.0,300,3,5.852,67.94
st.http.6,300.0,300,4,5.385,57.458
st.http.6,300.0,300,5,6.138,117.805
st.http.6,300.0,300,6,6.42,78.498
st.http.6,300.0,300,7,3.748,32.598
st.http.6,300.0,300,8,4.142,40.446
st.http.6,300.0,300,9,4.379,34.4
st.http.6,300.0,300,10,4.025,40.578
st.http.6,300.0,300,11,4.002,31.125
st.http.6,300.0,300,12,12.727,42.825
st.http.6,300.0,300,13,12.041,27.112
st.http.6,300.0,300,14,3.87,28.246
st.http.6,300.0,300,15,4.04,36.113
st.http.6,300.0,300,16,4.242,37.236
st.http.6,300.0,300,17,4.317,31.813
st.http.6,300.0,300,18,3.746,26.444
st.http.6,300.0,300,19,4.547,47.774
st.http.6,300.0,300,20,4.689,32.507
st.http.6,350.0,50,1,3.659,31.887
st.http.6,350.0,50,2,2.909,22.197
st.http.6,350.0,50,3,4.08,33.81
st.http.6,350.0,50,4,3.477,33.785
st.http.6,350.0,50,5,3.581,26.854
st.http.6,350.0,50,6,3.153,28.836
st.http.6,350.0,50,7,3.424,26.106
st.http.6,350.0,50,8,3.764,27.608
st.http.6,350.0,50,9,10.052,29.863
st.http.6,350.0,50,10,7.615,26.774
st.http.6,350.0,50,11,3.194,21.357
st.http.6,350.0,50,12,3.749,34.183
st.http.6,350.0,50,13,3.255,29.992
st.http.6,350.0,50,14,4.105,38.937
st.http.6,350.0,50,15,3.268,27.76
st.http.6,350.0,50,16,3.593,31.609
st.http.6,350.0,50,17,2.876,22.499
st.http.6,350.0,50,18,3.73,18.312
st.http.6,350.0,50,19,3.84,37.115
st.http.6,350.0,50,20,2.751,21.236
st.http.6,350.0,150,1,4.342,31.526
st.http.6,350.0,150,2,3.236,42.35
st.http.6,350.0,150,3,3.614,27.224
st.http.6,350.0,150,4,3.697,37.628
st.http.6,350.0,150,5,12.316,22.444
st.http.6,350.0,150,6,5.564,44.447
st.http.6,350.0,150,7,5.471,30.085
st.http.6,350.0,150,8,3.071,21.591
st.http.6,350.0,150,9,3.642,34.827
st.http.6,350.0,150,10,3.514,33.681
st.http.6,350.0,150,11,3.443,21.977
st.http.6,350.0,150,12,4.177,39.624
st.http.6,350.0,150,13,2.887,16.45
st.http.6,350.0,150,14,3.919,40.979
st.http.6,350.0,150,15,9.848,32.216
st.http.6,350.0,150,16,8.029,27.943
st.http.6,350.0,150,17,3.231,22.112
st.http.6,350.0,150,18,3.785,20.077
st.http.6,350.0,150,19,2.973,23.732
st.http.6,350.0,150,20,3.415,33.03
st.http.6,350.0,300,1,3.863,38.025
st.http.6,350.0,300,2,3.223,25.115
st.http.6,350.0,300,3,3.149,24.751
st.http.6,350.0,300,4,3.497,26.765
st.http.6,350.0,300,5,3.736,29.266
st.http.6,350.0,300,6,3.165,27.794
st.http.6,350.0,300,7,3.502,32.405
st.http.6,350.0,300,8,3.308,35.098
st.http.6,350.0,300,9,3.616,25.833
st.http.6,350.0,300,10,4.33,37.165
st.http.6,350.0,300,11,2.627,19.433
st.http.6,350.0,300,12,10.113,30.957
st.http.6,350.0,300,13,8.899,27.411
st.http.6,350.0,300,14,6.214,29.824
st.http.6,350.0,300,15,4.327,24.194
st.http.6,350.0,300,16,3.077,23.869
st.http.6,350.0,300,17,3.356,26.626
st.http.6,350.0,300,18,3.723,28.94
st.http.6,350.0,300,19,3.296,26.86
st.http.6,350.0,300,20,3.677,39.561
st.http.6,400.0,50,1,2.842,22.358
st.http.6,400.0,50,2,2.661,22.088
st.http.6,400.0,50,3,3.143,24.377
st.http.6,400.0,50,4,2.856,22.388
st.http.6,400.0,50,5,3.3,25.802
st.http.6,400.0,50,6,2.49,25.273
st.http.6,400.0,50,7,3.112,29.735
st.http.6,400.0,50,8,3.003,23.607
st.http.6,400.0,50,9,10.374,33.388
st.http.6,400.0,50,10,8.753,19.754
st.http.6,400.0,50,11,4.247,14.893
st.http.6,400.0,50,12,2.912,22.173
st.http.6,400.0,50,13,2.907,22.586
st.http.6,400.0,50,14,3.014,26.704
st.http.6,400.0,50,15,3.48,29.152
st.http.6,400.0,50,16,2.958,30.057
st.http.6,400.0,50,17,2.875,27.487
st.http.6,400.0,50,18,2.914,16.622
st.http.6,400.0,50,19,2.619,23.262
st.http.6,400.0,50,20,3.113,31.34
st.http.6,400.0,150,1,2.962,26.197
st.http.6,400.0,150,2,3.12,22.408
st.http.6,400.0,150,3,2.653,18.637
st.http.6,400.0,150,4,2.776,22.454
st.http.6,400.0,150,5,2.991,30.493
st.http.6,400.0,150,6,3.87,26.461
st.http.6,400.0,150,7,2.98,25.691
st.http.6,400.0,150,8,2.828,26.354
st.http.6,400.0,150,9,2.884,22.343
st.http.6,400.0,150,10,2.759,16.385
st.http.6,400.0,150,11,9.611,18.975
st.http.6,400.0,150,12,7.256,31.255
st.http.6,400.0,150,13,6.307,26.636
st.http.6,400.0,150,14,2.845,26.782
st.http.6,400.0,150,15,2.994,29.47
st.http.6,400.0,150,16,3.076,24.733
st.http.6,400.0,150,17,3.556,27.277
st.http.6,400.0,150,18,2.866,18.953
st.http.6,400.0,150,19,2.661,18.699
st.http.6,400.0,150,20,2.917,23.949
st.http.6,400.0,300,1,2.875,19.58
st.http.6,400.0,300,2,2.468,22.975
st.http.6,400.0,300,3,3.075,22.73
st.http.6,400.0,300,4,2.763,22.645
st.http.6,400.0,300,5,3.148,31.077
st.http.6,400.0,300,6,2.945,22.382
st.http.6,400.0,300,7,2.905,22.105
st.http.6,400.0,300,8,2.95,26.306
st.http.6,400.0,300,9,3.089,21.949
st.http.6,400.0,300,10,15.031,19.043
st.http.6,400.0,300,11,3.414,29.9
st.http.6,400.0,300,12,2.965,23.613
st.http.6,400.0,300,13,2.939,28.142
st.http.6,400.0,300,14,3.0,25.087
st.http.6,400.0,300,15,2.884,23.349
st.http.6,400.0,300,16,2.951,22.913
st.http.6,400.0,300,17,2.927,23.407
st.http.6,400.0,300,18,2.484,7.436
st.http.6,400.0,300,19,2.788,24.642
st.http.6,400.0,300,20,3.205,24.837
st.http.6,450.0,50,1,2.443,12.382
st.http.6,450.0,50,2,2.317,26.269
st.http.6,450.0,50,3,3.136,27.099
st.http.6,450.0,50,4,2.672,21.865
st.http.6,450.0,50,5,2.513,24.98
st.http.6,450.0,50,6,2.542,20.778
st.http.6,450.0,50,7,3.248,32.11
st.http.6,450.0,50,8,2.478,25.566
st.http.6,450.0,50,9,2.277,6.899
st.http.6,450.0,50,10,2.271,24.536
st.http.6,450.0,50,11,10.204,25.756
st.http.6,450.0,50,12,8.192,14.07
st.http.6,450.0,50,13,4.603,27.591
st.http.6,450.0,50,14,5.44,15.148
st.http.6,450.0,50,15,2.24,17.402
st.http.6,450.0,50,16,2.274,16.284
st.http.6,450.0,50,17,2.277,24.675
st.http.6,450.0,50,18,3.004,16.816
st.http.6,450.0,50,19,2.226,15.938
st.http.6,450.0,50,20,2.296,25.767
st.http.6,450.0,150,1,2.918,17.772
st.http.6,450.0,150,2,2.479,21.869
st.http.6,450.0,150,3,2.2,22.24
st.http.6,450.0,150,4,2.613,17.048
st.http.6,450.0,150,5,2.857,27.137
st.http.6,450.0,150,6,2.48,25.818
st.http.6,450.0,150,7,2.253,7.226
st.http.6,450.0,150,8,2.393,25.8
st.http.6,450.0,150,9,3.325,27.443
st.http.6,450.0,150,10,2.512,19.777
st.http.6,450.0,150,11,2.189,18.44
st.http.6,450.0,150,12,2.601,17.515
st.http.6,450.0,150,13,2.846,23.039
st.http.6,450.0,150,14,2.18,23.551
st.http.6,450.0,150,15,16.248,19.274
st.http.6,450.0,150,16,3.914,22.097
st.http.6,450.0,150,17,4.166,23.253
st.http.6,450.0,150,18,1.76,18.485
st.http.6,450.0,150,19,2.852,23.799
st.http.6,450.0,150,20,2.727,21.913
st.http.6,450.0,300,1,2.355,18.128
st.http.6,450.0,300,2,2.357,12.586
st.http.6,450.0,300,3,2.928,25.376
st.http.6,450.0,300,4,1.969,12.886
st.http.6,450.0,300,5,2.248,16.397
st.http.6,450.0,300,6,2.85,36.211
st.http.6,450.0,300,7,2.948,25.308
st.http.6,450.0,300,8,2.554,16.467
st.http.6,450.0,300,9,2.579,26.861
st.http.6,450.0,300,10,2.429,19.896
st.http.6,450.0,300,11,2.902,18.587
st.http.6,450.0,300,12,2.362,28.339
st.http.6,450.0,300,13,2.515,15.527
st.http.6,450.0,300,14,2.531,26.99
st.http.6,450.0,300,15,2.689,18.73
st.http.6,450.0,300,16,2.463,23.207
st.http.6,450.0,300,17,2.735,25.671
st.http.6,450.0,300,18,3.636,20.274
st.http.6,450.0,300,19,5.716,31.067
st.http.6,450.0,300,20,8.435,35.347
st.http.6,500.0,50,1,4.717,2.685
st.http.6,500.0,50,2,3.602,16.271
st.http.6,500.0,50,3,2.946,17.747
st.http.6,500.0,50,4,2.476,24.724
st.http.6,500.0,50,5,1.732,16.649
st.http.6,500.0,50,6,2.519,12.741
st.http.6,500.0,50,7,2.292,22.129
st.http.6,500.0,50,8,1.746,16.483
st.http.6,500.0,50,9,2.585,18.999
st.http.6,500.0,50,10,2.497,24.132
st.http.6,500.0,50,11,1.957,18.874
st.http.6,500.0,50,12,2.648,15.902
st.http.6,500.0,50,13,1.803,16.591
st.http.6,500.0,50,14,5.43,17.467
st.http.6,500.0,50,15,4.319,25.768
st.http.6,500.0,50,16,2.377,16.059
st.http.6,500.0,50,17,2.001,18.802
st.http.6,500.0,50,18,2.321,12.524
st.http.6,500.0,50,19,1.767,12.591
st.http.6,500.0,50,20,2.351,23.486
st.http.6,500.0,150,1,2.325,16.352
st.http.6,500.0,150,2,2.215,17.361
st.http.6,500.0,150,3,2.294,26.481
st.http.6,500.0,150,4,10.339,20.623
st.http.6,500.0,150,5,7.805,6.568
st.http.6,500.0,150,6,3.466,22.633
st.http.6,500.0,150,7,2.142,16.521
st.http.6,500.0,150,8,2.324,16.956
st.http.6,500.0,150,9,2.186,19.198
st.http.6,500.0,150,10,2.226,21.159
st.http.6,500.0,150,11,2.263,7.14
st.http.6,500.0,150,12,1.596,10.529
st.http.6,500.0,150,13,2.657,22.838
st.http.6,500.0,150,14,2.2,10.361
st.http.6,500.0,150,15,2.099,16.215
st.http.6,500.0,150,16,2.322,25.021
st.http.6,500.0,150,17,2.453,12.4
st.http.6,500.0,150,18,1.906,7.009
st.http.6,500.0,150,19,2.164,28.907
st.http.6,500.0,150,20,2.074,15.829
st.http.6,500.0,300,1,2.441,16.998
st.http.6,500.0,300,2,2.385,20.064
st.http.6,500.0,300,3,1.826,15.354
st.http.6,500.0,300,4,2.341,13.08
st.http.6,500.0,300,5,2.373,22.87
st.http.6,500.0,300,6,2.013,20.16
st.http.6,500.0,300,7,2.615,33.053
st.http.6,500.0,300,8,2.443,10.161
st.http.6,500.0,300,9,2.049,10.383
st.http.6,500.0,300,10,2.199,19.03
st.http.6,500.0,300,11,2.638,25.904
st.http.6,500.0,300,12,1.921,20.592
st.http.6,500.0,300,13,11.877,16.395
st.http.6,500.0,300,14,7.064,13.845
st.http.6,500.0,300,15,4.23,14.6
st.http.6,500.0,300,16,3.994,19.799
st.http.6,500.0,300,17,3.008,18.222
st.http.6,500.0,300,18,2.375,19.037
st.http.6,500.0,300,19,1.792,12.425
st.http.6,500.0,300,20,2.552,16.399
st.http.6,550.0,50,1,2.033,19.843
st.http.6,550.0,50,2,2.541,25.928
st.http.6,550.0,50,3,2.214,21.734
st.http.6,550.0,50,4,1.958,17.528
st.http.6,550.0,50,5,2.169,16.493
st.http.6,550.0,50,6,1.852,19.523
st.http.6,550.0,50,7,2.066,20.312
st.http.6,550.0,50,8,2.099,19.378
st.http.6,550.0,50,9,2.548,16.105
st.http.6,550.0,50,10,1.769,16.731
st.http.6,550.0,50,11,2.112,16.023
st.http.6,550.0,50,12,1.875,13.075
st.http.6,550.0,50,13,2.52,20.81
st.http.6,550.0,50,14,1.791,18.334
st.http.6,550.0,50,15,1.963,11.011
st.http.6,550.0,50,16,1.589,16.702
st.http.6,550.0,50,17,2.084,8.511
st.http.6,550.0,50,18,1.693,10.722
st.http.6,550.0,50,19,1.782,11.598
st.http.6,550.0,50,20,1.553,12.04
st.http.6,550.0,150,1,2.683,26.764
st.http.6,550.0,150,2,2.201,19.685
st.http.6,550.0,150,3,1.908,17.087
st.http.6,550.0,150,4,9.301,11.84
st.http.6,550.0,150,5,8.155,21.657
st.http.6,550.0,150,6,3.551,19.409
st.http.6,550.0,150,7,3.11,24.728
st.http.6,550.0,150,8,2.782,10.403
st.http.6,550.0,150,9,2.295,33.267
st.http.6,550.0,150,10,2.045,15.749
st.http.6,550.0,150,11,1.937,12.26
st.http.6,550.0,150,12,1.791,15.143
st.http.6,550.0,150,13,1.897,16.527
st.http.6,550.0,150,14,1.883,16.088
st.http.6,550.0,150,15,1.771,7.066
st.http.6,550.0,150,16,2.273,16.424
st.http.6,550.0,150,17,2.095,16.223
st.http.6,550.0,150,18,1.974,20.072
st.http.6,550.0,150,19,1.686,10.903
st.http.6,550.0,150,20,2.541,18.73
st.http.6,550.0,300,1,1.953,17.464
st.http.6,550.0,300,2,1.782,12.316
st.http.6,550.0,300,3,2.018,11.916
st.http.6,550.0,300,4,1.346,6.689
st.http.6,550.0,300,5,2.0,17.065
st.http.6,550.0,300,6,1.909,19.826
st.http.6,550.0,300,7,2.791,17.301
st.http.6,550.0,300,8,1.789,18.035
st.http.6,550.0,300,9,2.117,16.087
st.http.6,550.0,300,10,2.012,15.927
st.http.6,550.0,300,11,2.003,21.955
st.http.6,550.0,300,12,2.577,26.215
st.http.6,550.0,300,13,2.193,20.33
st.http.6,550.0,300,14,2.852,21.154
st.http.6,550.0,300,15,3.746,19.821
st.http.6,550.0,300,16,1.829,15.335
